ITEM;TOTAL
122;[&quot;respuesta5.3_electrica&quot;]
123;[&quot;respuesta7.2_electrica&quot;]
124;[&quot;respuesta5.2_electrica&quot;,&quot;respuesta5.3_electrica&quot;]
125;[&quot;respuesta3.3_electrica&quot;,&quot;respuesta5.2_electrica&quot;,&quot;respuesta6.1_electrica&quot;,&quot;respuesta6.4_electrica&quot;,&quot;respuesta8.1_electrica&quot;,&quot;respuesta8.2_electrica&quot;]
126;[&quot;respuesta7.2_electrica&quot;]
127;[&quot;respuesta4.4_electrica&quot;,&quot;respuesta5.3_electrica&quot;]
128;[&quot;respuesta5.3_electrica&quot;,&quot;respuesta8.1_electrica&quot;]
129;[&quot;respuesta6.1_obras_civiles&quot;]
130;[&quot;respuesta6.1_obras_civiles&quot;]
131;[&quot;respuesta6.1_logistica&quot;]
132;[&quot;respuesta5.3_logistica&quot;]
133;[&quot;respuesta11.1_electrica&quot;]
134;[&quot;respuesta4.2_electrica&quot;]
135;[&quot;respuesta10.1_electrica&quot;]
136;[&quot;respuesta6.1_logistica&quot;]
137;[&quot;respuesta6.1_logistica&quot;]
138;[&quot;respuesta9.1_electrica&quot;]
139;[&quot;respuesta9.1_obras_civiles&quot;]
140;[&quot;respuesta5.3_electrica&quot;]
141;[&quot;respuesta11.1_electrica&quot;]
142;[&quot;respuesta4.2_electrica&quot;]
143;[&quot;respuesta4.2_electrica&quot;,&quot;respuesta4.3_electrica&quot;]
144;[&quot;respuesta6.1_electrica&quot;]
145;[&quot;respuesta9.1_electrica&quot;]
146;[&quot;respuesta4.5_electrica&quot;]
147;[&quot;respuesta9.1_electrica&quot;,&quot;respuesta10.2_electrica&quot;]
148;[&quot;respuesta6.1_logistica&quot;,&quot;respuesta6.4_logistica&quot;,&quot;respuesta9.1_logistica&quot;]
149;[&quot;respuesta6.2_obras_civiles&quot;,&quot;respuesta6.4_obras_civiles&quot;]
150;[&quot;respuesta6.2_obras_civiles&quot;,&quot;respuesta6.4_obras_civiles&quot;]
151;[&quot;respuesta8.2_electrica&quot;]
152;[&quot;respuesta8.2_electrica&quot;]
153;[&quot;respuesta8.2_electrica&quot;]
154;[&quot;respuesta8.2_electrica&quot;]
155;[&quot;respuesta3.2_electrica&quot;]
156;[&quot;respuesta8.2_electrica&quot;]
157;[&quot;respuesta8.2_electrica&quot;]
158;[&quot;respuesta8.2_electrica&quot;]
159;[&quot;respuesta8.2_electrica&quot;]
160;[&quot;respuesta6.1_obras_civiles&quot;]
161;[&quot;respuesta10.1_electrica&quot;]
162;[&quot;respuesta9.1_electrica&quot;]
163;[&quot;respuesta3.2_electrica&quot;]
164;[&quot;respuesta6.1_logistica&quot;,&quot;respuesta6.4_logistica&quot;]
165;[&quot;respuesta4.10_obras_civiles&quot;,&quot;respuesta5.1_obras_civiles&quot;,&quot;respuesta9.1_obras_civiles&quot;]
166;[&quot;respuesta4.5_electrica&quot;]
167;[&quot;respuesta9.1_electrica&quot;]
168;[&quot;respuesta9.1_electrica&quot;]
169;[&quot;respuesta4.2_obras_civiles&quot;,&quot;respuesta4.7_obras_civiles&quot;,&quot;respuesta5.2_obras_civiles&quot;,&quot;respuesta8.1_obras_civiles&quot;,&quot;respuesta9.1_obras_civiles&quot;,&quot;respuesta9.2_obras_civiles&quot;]
170;[&quot;respuesta4.2_electrica&quot;,&quot;respuesta4.7_electrica&quot;,&quot;respuesta4.10_electrica&quot;]
171;[&quot;respuesta7.2_electrica&quot;]
172;[&quot;respuesta10.1_electrica&quot;]
173;[&quot;respuesta4.2_electrica&quot;]
174;[&quot;respuesta9.1_electrica&quot;]
175;[&quot;respuesta3.3_electrica&quot;,&quot;respuesta5.3_electrica&quot;,&quot;respuesta10.1_electrica&quot;]
176;[&quot;respuesta6.1_logistica&quot;]
177;[&quot;respuesta9.1_electrica&quot;]
178;[&quot;respuesta9.1_electrica&quot;,&quot;respuesta11.1_electrica&quot;]
179;[&quot;respuesta9.1_electrica&quot;]
180;[&quot;respuesta4.8_electrica&quot;]
181;[&quot;respuesta6.1_electrica&quot;]
182;[&quot;respuesta9.1_electrica&quot;]
183;[&quot;respuesta4.1_electrica&quot;]
184;[&quot;respuesta10.1_electrica&quot;]
185;[&quot;respuesta6.1_logistica&quot;]
186;[&quot;respuesta4.7_electrica&quot;]
187;[&quot;respuesta11.1_electrica&quot;]
188;[&quot;respuesta9.1_electrica&quot;]
189;[&quot;respuesta5.3_electrica&quot;]
190;[&quot;respuesta7.2_obras_civiles&quot;]
191;[&quot;respuesta6.1_logistica&quot;]
192;[&quot;respuesta4.8_electrica&quot;,&quot;respuesta5.3_electrica&quot;]
193;[&quot;respuesta5.3_electrica&quot;]
194;[&quot;respuesta5.1_electrica&quot;]
195;[&quot;respuesta4.8_electrica&quot;]
196;[&quot;respuesta9.1_electrica&quot;]
197;[&quot;respuesta9.1_obras_civiles&quot;,&quot;respuesta11.1_obras_civiles&quot;]
198;[&quot;respuesta7.2_electrica&quot;]
199;[&quot;respuesta4.12_electrica&quot;]
200;[&quot;respuesta4.8_electrica&quot;]
201;[&quot;respuesta11.1_obras_civiles&quot;]
202;[&quot;respuesta6.2_obras_civiles&quot;]
203;[&quot;respuesta4.4_electrica&quot;,&quot;respuesta9.1_electrica&quot;]
204;[&quot;respuesta4.4_electrica&quot;,&quot;respuesta9.1_electrica&quot;]
205;[&quot;respuesta4.3_electrica&quot;,&quot;respuesta4.8_electrica&quot;]
206;[&quot;respuesta4.3_electrica&quot;]
207;[&quot;respuesta9.1_electrica&quot;]
208;[&quot;respuesta6.1_logistica&quot;]
209;[&quot;respuesta11.1_electrica&quot;]
210;[&quot;respuesta5.3_electrica&quot;]
211;[&quot;respuesta4.10_electrica&quot;]
212;[&quot;respuesta4.9_electrica&quot;,&quot;respuesta4.12_electrica&quot;]
213;[&quot;respuesta6.1_logistica&quot;]
214;[&quot;respuesta10.1_electrica&quot;]
215;[&quot;respuesta4.4_logistica&quot;]
216;[&quot;respuesta7.2_electrica&quot;]
217;[&quot;respuesta9.1_electrica&quot;,&quot;respuesta10.1_electrica&quot;]
218;[&quot;respuesta4.10_electrica&quot;,&quot;respuesta7.1_electrica&quot;]
219;[&quot;respuesta4.5_electrica&quot;,&quot;respuesta9.3_electrica&quot;,&quot;respuesta10.1_electrica&quot;]
220;[&quot;respuesta1.1_obras_civiles&quot;,&quot;respuesta1.2_obras_civiles&quot;,&quot;respuesta1.4_obras_civiles&quot;]
221;[&quot;respuesta4.2_electrica&quot;,&quot;respuesta4.3_electrica&quot;,&quot;respuesta4.7_electrica&quot;,&quot;respuesta4.10_electrica&quot;,&quot;respuesta5.3_electrica&quot;,&quot;respuesta10.3_electrica&quot;,&quot;respuesta11.1_electrica&quot;]
222;[&quot;respuesta4.4_electrica&quot;]
223;[&quot;respuesta4.2_electrica&quot;,&quot;respuesta5.2_electrica&quot;]
224;[&quot;respuesta10.1_electrica&quot;]
225;[&quot;respuesta7.1_electrica&quot;]
226;[&quot;respuesta7.1_electrica&quot;]
227;[&quot;respuesta9.1_electrica&quot;]
228;[&quot;respuesta7.2_electrica&quot;]
229;[&quot;respuesta9.3_electrica&quot;,&quot;respuesta12.1_electrica&quot;]
230;[&quot;respuesta9.3_electrica&quot;]
231;[&quot;respuesta10.1_electrica&quot;]
232;[&quot;respuesta9.1_electrica&quot;]
233;[&quot;respuesta1.5_obras_civiles&quot;,&quot;respuesta7.2_obras_civiles&quot;]
234;[&quot;respuesta10.1_electrica&quot;]
235;[&quot;respuesta10.1_electrica&quot;]
236;[&quot;respuesta9.1_obras_civiles&quot;]
237;[&quot;respuesta9.1_electrica&quot;]
238;[&quot;respuesta9.1_electrica&quot;]
239;[&quot;respuesta6.1_logistica&quot;]
240;[&quot;respuesta4.10_electrica&quot;]
241;[&quot;respuesta4.1_electrica&quot;]
242;[&quot;respuesta10.1_electrica&quot;]
243;[&quot;respuesta9.1_obras_civiles&quot;]
244;[&quot;respuesta6.1_electrica&quot;,&quot;respuesta9.1_electrica&quot;]
245;[&quot;respuesta9.1_obras_civiles&quot;,&quot;respuesta10.3_obras_civiles&quot;]
246;[&quot;respuesta7.2_obras_civiles&quot;,&quot;respuesta9.1_obras_civiles&quot;]
247;[&quot;respuesta1.2_logistica&quot;]
248;[&quot;respuesta5.2_obras_civiles&quot;]
249;[&quot;respuesta5.2_electrica&quot;]
250;[&quot;respuesta4.7_electrica&quot;]
251;[&quot;respuesta4.4_electrica&quot;,&quot;respuesta11.1_electrica&quot;]
252;[&quot;respuesta9.1_electrica&quot;]
253;[&quot;respuesta4.3_electrica&quot;,&quot;respuesta4.8_electrica&quot;]
254;[&quot;respuesta9.1_electrica&quot;]
255;[&quot;respuesta9.1_electrica&quot;,&quot;respuesta10.1_electrica&quot;]
256;[&quot;respuesta4.2_electrica&quot;]
257;[&quot;respuesta4.10_electrica&quot;]
258;[&quot;respuesta4.2_electrica&quot;,&quot;respuesta4.7_electrica&quot;,&quot;respuesta4.10_electrica&quot;,&quot;respuesta5.2_electrica&quot;,&quot;respuesta7.1_electrica&quot;,&quot;respuesta7.2_electrica&quot;]
259;[&quot;respuesta4.8_obras_civiles&quot;,&quot;respuesta4.9_obras_civiles&quot;,&quot;respuesta4.11_obras_civiles&quot;,&quot;respuesta4.12_obras_civiles&quot;,&quot;respuesta7.2_obras_civiles&quot;,&quot;respuesta8.1_obras_civiles&quot;,&quot;respuesta9.1_obras_civiles&quot;]
260;[&quot;respuesta1.1_obras_civiles&quot;,&quot;respuesta1.2_obras_civiles&quot;,&quot;respuesta3.2_obras_civiles&quot;,&quot;respuesta3.4_obras_civiles&quot;,&quot;respuesta3.5_obras_civiles&quot;,&quot;respuesta4.1_obras_civiles&quot;,&quot;respuesta4.4_obras_civiles&quot;,&quot;respuesta4.8_obras_civiles&quot;,&quot;respuesta4.9_obras_civiles&quot;,&quot;respuesta4.10_obras_civiles&quot;,&quot;respuesta4.11_obras_civiles&quot;,&quot;respuesta4.12_obras_civiles&quot;,&quot;respuesta6.2_obras_civiles&quot;,&quot;respuesta7.2_obras_civiles&quot;,&quot;respuesta8.1_obras_civiles&quot;,&quot;respuesta8.2_obras_civiles&quot;,&quot;respuesta9.1_obras_civiles&quot;,&quot;respuesta11.1_obras_civiles&quot;]
261;[&quot;respuesta4.4_obras_civiles&quot;,&quot;respuesta6.2_obras_civiles&quot;,&quot;respuesta9.1_obras_civiles&quot;]
262;[&quot;respuesta9.1_obras_civiles&quot;]
263;[&quot;respuesta9.1_obras_civiles&quot;]
264;[&quot;respuesta9.1_obras_civiles&quot;]
265;[&quot;respuesta11.1_electrica&quot;]
266;[&quot;respuesta11.1_electrica&quot;]
267;[&quot;respuesta11.1_electrica&quot;]
268;[&quot;respuesta11.1_electrica&quot;]
269;[&quot;respuesta4.4_electrica&quot;]
270;[&quot;respuesta5.3_electrica&quot;]
271;[&quot;respuesta5.3_electrica&quot;]
